#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   92   153    28     3  2.70578e+01  0.00000e+00 -1.06686e-02    50
   92   153    28     3  1.51348e+01  0.00000e+00 -1.59957e-02    34
   92   151    28     5  3.84284e+01  0.00000e+00  1.13323e-02    48
   92   154    28     2  1.19038e+01  0.00000e+00 -1.08168e-02    48
   92   148    28     8  5.10608e+01  0.00000e+00  7.67666e-03    24
   92   148    28     8  1.45366e+02  0.00000e+00  5.07060e-03    44
   92   149    28     7  3.18045e+01  0.00000e+00  3.59490e-03    46
   92   148    28     8  7.61163e+01  0.00000e+00  3.49122e-03    44
   92   153    28     3  3.33494e+01  0.00000e+00  6.16207e-03    28
   92   148    28     8  4.70952e+01  0.00000e+00 -7.91867e-03    26
   92   154    28     2  1.16854e+01  0.00000e+00 -1.33623e-02    32
   92   148    28     8  4.55365e+01  0.00000e+00  7.36368e-03    44
   92   150    28     6  3.89931e+01  0.00000e+00  9.64709e-03    48
   92   154    28     2  1.25392e+01  0.00000e+00 -1.10123e-02    28
   92   154    28     2  1.00818e+01  0.00000e+00  1.46732e-02    50
   92   154    28     2  1.77664e+01  0.00000e+00 -1.71397e-02    50
   92   154    28     2  1.10137e+01  0.00000e+00  1.56032e-02    50
   92   151    28     5  2.71004e+01  0.00000e+00  1.27780e-02    50
   92   148    28     8  3.83091e+01  0.00000e+00  4.98170e-03    46
   92   149    28     7  4.01292e+01  0.00000e+00 -7.03710e-03    30
   92   148    28     8  3.33599e+01  0.00000e+00 -7.27694e-03    46
   92   154    28     2  2.25931e+01  0.00000e+00 -2.16275e-02    50
   92   153    28     3  2.49785e+01  0.00000e+00 -9.14115e-03    32
   92   154    28     2  2.09931e+01  0.00000e+00 -1.15167e-02    30
   92   154    28     2  1.22200e+01  0.00000e+00 -1.17803e-02    32
