#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  392   392   392     0  2.23664e-01  0.00000e+00  4.34228e-02   660
  392   392   392     0  2.32839e-01  0.00000e+00 -5.80946e-02   566
  392   392   392     0  2.34199e-01  0.00000e+00 -4.65441e-02   636
  392   392   392     0  2.22871e-01  0.00000e+00  4.32778e-02   570
  392   392   392     0  2.31664e-01  0.00000e+00 -4.13448e-02   518
  392   392   392     0  2.27756e-01  0.00000e+00  6.19225e-02   748
  392   392   392     0  2.26775e-01  0.00000e+00  5.65279e-02   444
  392   392   392     0  2.28359e-01  0.00000e+00  4.05818e-02   348
  392   392   392     0  2.23311e-01  0.00000e+00  5.56567e-02   484
  392   392   392     0  2.32231e-01  0.00000e+00 -3.22743e-02   382
  392   392   392     0  2.28871e-01  0.00000e+00  5.16190e-02   578
  392   392   392     0  2.30431e-01  0.00000e+00 -5.08551e-02   384
  392   392   392     0  2.21311e-01  0.00000e+00  3.96502e-02   536
  392   392   392     0  2.18431e-01  0.00000e+00 -5.91990e-02   414
  392   392   392     0  2.45311e-01  0.00000e+00 -4.16996e-02   524
  392   392   392     0  2.20839e-01  0.00000e+00 -4.46334e-02   636
  392   392   392     0  2.21264e-01  0.00000e+00  5.56617e-02   688
  392   392   392     0  2.33079e-01  0.00000e+00 -3.27522e-02   516
  392   392   392     0  2.28351e-01  0.00000e+00  3.69806e-02   572
  392   392   392     0  2.35975e-01  0.00000e+00  3.64961e-02   310
  392   392   392     0  2.21719e-01  0.00000e+00  5.86735e-02   418
  392   392   392     0  2.37375e-01  0.00000e+00  3.61209e-02   748
  392   392   392     0  2.26256e-01  0.00000e+00  5.91624e-02   588
  392   392   392     0  2.25311e-01  0.00000e+00 -3.81153e-02   550
  392   392   392     0  2.35719e-01  0.00000e+00 -4.04664e-02   384
  392   392   392     0  2.38391e-01  0.00000e+00 -3.50913e-02   702
  392   392   392     0  2.28576e-01  0.00000e+00 -4.06198e-02   582
  392   392   392     0  2.35596e-01  0.00000e+00 -4.59640e-02   542
  392   392   392     0  2.42076e-01  0.00000e+00  3.38730e-02   568
  392   392   392     0  2.26359e-01  0.00000e+00 -3.57573e-02   376
  392   392   392     0  2.30231e-01  0.00000e+00 -4.66260e-02   752
  392   392   392     0  2.33456e-01  0.00000e+00 -3.74532e-02   638
  392   392   392     0  2.27836e-01  0.00000e+00  5.12770e-02   410
  392   392   392     0  2.31591e-01  0.00000e+00 -4.36342e-02   408
  392   392   392     0  2.47591e-01  0.00000e+00  4.48553e-02   698
  392   392   392     0  2.10439e-01  0.00000e+00 -5.45236e-02   544
  392   392   392     0  2.20231e-01  0.00000e+00  3.52299e-02   468
  392   392   392     0  2.29311e-01  0.00000e+00  3.88226e-02   712
  392   392   392     0  2.27079e-01  0.00000e+00  3.36428e-02   704
  392   392   392     0  2.21264e-01  0.00000e+00 -4.21267e-02   612
  392   392   392     0  2.21111e-01  0.00000e+00 -4.20979e-02   620
  392   392   392     0  2.26400e-01  0.00000e+00  5.64418e-02   278
  392   392   392     0  2.24284e-01  0.00000e+00  3.53874e-02   380
  392   392   392     0  2.31776e-01  0.00000e+00 -3.19532e-02   742
  392   392   392     0  2.34199e-01  0.00000e+00  3.77583e-02   740
  392   392   392     0  2.26336e-01  0.00000e+00 -3.36824e-02   474
  392   392   392     0  2.31264e-01  0.00000e+00  4.72724e-02   536
  392   392   392     0  2.21664e-01  0.00000e+00 -2.94347e-02   762
  392   392   392     0  2.27900e-01  0.00000e+00  4.31428e-02   448
  392   392   392     0  2.45079e-01  0.00000e+00  4.34169e-02   330
  392   392   392     0  2.29504e-01  0.00000e+00 -4.18695e-02   606
  392   392   392     0  2.29551e-01  0.00000e+00  3.70936e-02   310
  392   392   392     0  2.25100e-01  0.00000e+00 -3.29745e-02   620
  392   392   392     0  2.34775e-01  0.00000e+00  3.83159e-02   638
  392   392   392     0  2.27756e-01  0.00000e+00 -4.07879e-02   420
  392   392   392     0  2.19431e-01  0.00000e+00 -3.13391e-02   510
  392   392   392     0  2.25975e-01  0.00000e+00  3.88524e-02   438
  392   392   392     0  2.34336e-01  0.00000e+00 -3.77193e-02   596
